378	648,
379	689,958,
380	257,718,
381	611,
382	916,501,
383	866,67,135,
384	139,421,
385	906,579,686,
386	670,270,871,
387	889,404,327,
388	262,
389	90,284,229,318,
390	579,268,
391	226,60,
392	872,505,393,935,
393	980,
394	521,858,46,
395	817,138,887,
396	489,619,
397	176,771,708,510,
398	181,126,
399	153,550,223,
400	973,485,
401	984,904,174,
402	184,164,399,
403	905,795,942,
404	305,567,
405	175,
406	572,942,719,
407	473,
408	278,
409	259,
410	656,722,20,494,
411	987,
412	450,652,439,
413	953,252,625,916,
414	27,627,356,437,
415	794,
416	698,852,
417	837,
418	8,0,112,
419	173,
420	69,
421	770,11,650,207,
422	162,849,138,
423	489,481,909,
424	962,460,
425	701,
426	416,18,770,
427	665,473,924,151,
428	937,53,671,
429	705,730,261,733,
430	280,955,
431	922,77,717,
432	75,
433	197,484,941,454,
434	621,399,
435	987,652,631,
436	240,249,134,839,
437	606,670,79,
438	937,710,671,
439	648,412,
440	570,230,
441	658,375,
442	322,795,679,
443	920,449,
444	350,916,804,
445	308,245,447,
446	369,
447	33,42,499,885,
448	608,625,954,982,
449	219,861,
450	777,902,30,
451	904,771,589,
452	632,609,347,566,
453	265,898,548,22,
454	232,585,822,326,
455	96,131,92,302,
456	491,
457	609,204,820,
458	593,242,428,
459	369,989,
460	194,
461	380,
462	977,210,234,
463	904,
464	160,733,717,
465	928,889,344,84,
466	936,169,
467	880,42,816,959,
468	82,114,
469	721,
470	585,445,553,
471	953,227,652,997,
472	988,484,797,
473	525,901,957,
474	542,
475	136,179,774,
476	460,614,71,
477	563,565,
478	449,319,
479	184,609,823,
480	436,933,
481	120,948,630,84,
482	514,141,862,343,
483	18,490,319,
484	450,715,
485	361,
486	123,555,
487	514,709,
488	114,564,918,
489	864,0,
490	624,450,142,
491	513,844,
492	805,549,
493	529,436,271,
494	602,877,142,410,
495	250,139,691,
496	434,908,66,
497	129,962,506,662,
498	880,369,107,
499	42,988,885,
500	465,382,
501	656,857,60,
502	666,
503	298,980,861,966,
504	368,714,450,6,
505	405,726,
506	902,828,221,909,
507	489,155,535,
508	192,29,
509	980,
510	463,
511	993,582,638,799,
512	603,676,725,758,
513	368,
514	649,818,347,845,
515	840,291,638,
516	570,18,
517	156,882,580,182,
518	683,44,20,22,
519	611,177,994,819,
520	9,284,
521	223,827,662,431,
522	593,491,895,983,
523	297,357,
524	433,626,316,276,
525	498,164,12,
526	409,763,262,551,
527	245,
528	131,365,
529	162,893,
530	393,
531	430,
532	561,523,454,
533	273,43,127,
534	394,859,326,
535	302,46,
536	32,590,631,
537	104,386,
538	667,423,
539	904,690,827,
540	356,284,
541	42,511,366,807,
542	874,399,
543	600,671,
544	566,
545	663,
546	841,362,604,821,
547	248,914,238,
548	664,32,746,
549	114,858,790,
550	296,3,101,995,
551	704,818,762,
552	208,800,
553	392,877,935,
554	825,442,
555	776,732,719,
556	248,826,618,
557	985,165,855,
558	96,538,966,631,
559	504,
560	956,901,446,
561	889,413,
562	154,869,118,
563	193,207,
564	336,699,398,
565	546,
566	116,897,660,
567	184,522,538,243,
568	369,
569	132,
570	757,
571	344,
572	171,
573	785,858,757,790,
574	723,262,
575	876,133,
576	441,204,613,
577	153,
578	451,327,551,
579	283,892,335,
580	200,132,551,
581	49,
582	307,
583	833,317,
584	990,
585	520,355,124,766,
586	616,673,
587	738,771,438,
588	36,
589	655,645,511,
590	666,836,
591	241,
592	163,
593	922,783,
594	676,
595	970,411,370,
596	96,315,86,
597	307,590,
598	218,66,332,293,
599	497,
600	635,335,
601	216,3,516,47,
602	296,969,
603	552,
604	24,718,
605	777,301,343,
606	756,796,879,
607	25,250,
608	153,138,132,
609	24,289,444,
610	729,434,293,951,
611	352,
612	435,643,
613	790,
614	667,
615	690,27,727,
616	587,204,365,
617	228,95,
618	346,
619	863,
620	696,833,415,
621	660,
622	386,
623	881,
624	289,331,836,821,
625	938,211,
626	139,517,374,
627	288,176,935,
628	430,718,846,
629	607,
630	984,194,29,167,
631	956,103,
632	450,527,422,23,
633	864,
634	969,724,957,567,
635	956,651,484,
636	161,613,
637	164,287,
638	907,676,93,
639	627,
640	633,898,279,
641	115,367,
642	921,567,
643	975,
644	235,436,
645	616,670,766,
646	504,
647	243,
648	48,
649	266,615,
650	505,798,545,
651	768,734,663,
652	512,468,
653	144,161,108,151,
654	368,329,685,881,
655	3,
656	197,510,502,
657	108,444,195,884,
658	871,
659	127,406,407,
660	328,377,643,350,
661	979,421,
662	64,
663	523,52,
664	308,
665	472,346,
666	443,973,
667	873,42,26,
668	146,979,709,
669	634,
670	776,533,846,855,
671	238,
672	105,651,703,
673	234,
674	245,695,
675	350,
676	816,414,
677	523,340,661,707,
678	320,792,850,434,
679	534,
680	637,
681	883,276,621,598,
682	323,814,
683	944,94,
684	521,419,361,
685	776,521,193,
686	9,671,
687	171,
688	979,
689	131,340,
690	401,541,685,798,
691	42,246,30,
692	441,145,20,
693	821,
694	866,215,
695	808,851,679,
696	104,897,
697	356,909,
698	336,539,511,
699	336,293,
700	396,938,572,44,
701	76,
702	224,492,580,765,
703	704,878,163,459,
704	53,
705	52,
706	996,
707	657,665,85,711,
708	629,925,630,
709	309,269,663,
710	416,329,962,403,
711	272,75,402,475,
712	400,753,108,
713	696,684,
714	475,724,582,
715	676,988,564,703,
716	702,
717	461,651,333,
718	409,397,671,
719	768,603,398,
720	409,559,
721	35,84,590,519,
722	531,
723	885,
724	777,83,478,230,
725	392,762,63,
726	332,
727	744,64,595,104,
728	605,
729	537,661,
730	748,999,
731	9,
732	1,404,366,
733	584,947,
734	956,28,
735	506,452,397,
736	409,946,228,534,
737	200,401,497,7,
738	723,564,
739	140,636,495,
740	173,645,
741	83,227,28,477,
742	520,40,909,
743	4,165,
744	924,127,
745	392,
746	981,713,241,278,
747	537,135,
748	228,631,
749	915,365,
750	787,468,
751	648,331,629,
752	307,171,907,877,
753	914,332,
754	516,982,
755	432,322,306,437,
756	986,658,241,157,
757	609,
758	732,524,430,263,
759	752,
760	808,601,858,454,
761	282,703,
762	538,459,412,
763	742,
764	0,
765	587,251,197,943,
766	788,
767	269,
768	657,185,461,815,
769	730,831,
770	581,397,
771	462,
772	244,
773	115,193,835,972,
774	601,90,751,
775	656,756,750,199,
776	545,305,
777	300,703,
778	760,457,
779	867,676,
780	43,708,
781	161,818,244,
782	968,351,
783	99,
784	17,426,702,
785	352,753,722,695,
786	202,485,
787	924,893,
788	129,582,
789	986,
790	706,235,
791	656,132,684,796,
792	960,490,110,
793	49,698,803,949,
794	402,266,892,
795	464,192,
796	570,83,238,903,
797	914,924,165,
798	529,274,956,
799	895,
800	184,682,18,665,
801	944,94,393,470,
802	840,171,
803	614,
804	195,
805	880,
806	81,345,227,
807	112,267,716,995,
808	544,
809	472,10,804,335,
810	393,123,
811	540,311,661,599,
812	888,684,614,
813	176,809,86,543,
814	208,113,59,987,
815	265,481,959,431,
816	241,79,
817	343,
818	824,
819	682,554,59,735,
820	648,601,308,
821	313,717,574,351,
822	503,844,324,95,
823	485,146,581,
824	346,892,685,
825	10,227,157,
826	938,867,492,
827	218,623,327,103,
828	360,787,20,871,
829	942,455,
830	521,52,
831	970,523,
832	908,554,427,364,
833	725,611,277,254,
834	52,
835	854,
836	44,461,
837	810,
838	113,146,933,182,
839	529,
840	240,621,
841	836,693,
842	151,991,
843	764,
844	472,3,852,
845	75,147,
846	688,
847	912,
848	848,611,965,671,
849	227,431,
850	55,44,709,799,
851	979,
852	689,185,
853	958,
854	874,
855	499,244,
856	152,795,427,245,
857	426,46,
858	42,
859	857,569,200,
860	896,618,637,319,
861	755,796,
862	195,676,870,
863	258,429,
864	552,801,748,721,
865	144,293,988,376,
866	385,
867	522,475,
868	593,42,547,59,
869	398,
870	751,102,143,
871	908,
872	556,206,687,
873	162,515,206,
874	352,
875	59,
876	721,
877	168,346,167,
878	323,475,767,
879	550,
880	274,335,
881	400,611,
882	883,555,987,955,
883	376,0,266,
884	80,
885	412,660,644,
886	52,525,
887	408,954,246,
888	552,547,
889	946,2,498,766,
890	290,452,628,159,
891	890,173,
892	864,
893	146,875,564,631,
894	35,23,
895	360,107,483,406,
896	60,895,
897	753,244,97,
898	72,970,333,
899	379,818,82,477,
900	989,
901	24,
902	872,2,363,360,
903	329,467,252,
904	474,524,149,
905	800,127,424,743,
906	732,623,
907	480,348,
908	361,226,617,
909	616,
910	644,222,54,239,
911	585,455,
912	552,769,
913	508,52,
914	785,547,485,
915	602,860,310,
916	984,59,872,955,
917	144,657,396,470,
918	65,469,214,
919	97,
920	667,460,244,191,
921	884,964,580,
922	337,348,757,902,
923	313,227,774,303,
924	436,989,70,79,
925	534,
926	201,212,
927	698,627,454,
928	280,425,845,662,
929	75,58,371,190,
930	698,562,886,919,
931	417,924,117,902,
932	457,
933	162,701,
934	656,345,922,
935	944,
936	851,131,502,
937	56,394,447,
938	883,203,516,703,
939	449,283,780,
940	656,947,533,950,
941	713,314,924,485,
942	59,38,
943	676,405,
944	944,714,290,741,
945	312,213,830,751,
946	490,260,765,
947	797,93,
948	97,930,405,382,
949	770,
950	201,506,143,
951	505,210,229,
952	218,
953	554,82,
954	132,58,204,
955	896,
956	854,
957	340,774,
958	868,
959	802,
960	240,715,620,413,
961	44,
962	664,877,374,
963	825,835,446,
964	561,66,
965	731,343,
966	849,866,803,981,
967	936,818,902,686,
968	199,804,309,437,
969	648,54,685,918,
970	620,
971	128,571,963,53,
972	560,37,
973	974,
974	940,
975	864,741,
976	744,
977	192,880,
978	293,613,
979	89,403,
980	570,
981	90,126,
982	112,628,
983	656,
984	930,246,927,
985	258,284,
986	584,487,
987	897,101,94,
988	97,666,
989	552,46,
990	280,153,198,407,
991	738,
992	616,49,21,
993	713,420,141,199,
994	640,868,896,398,
995	761,730,310,
996	437,
997	225,173,838,297,
998	289,723,884,109,
999	856,80,867,479,
1000	767,
1001	249,707,931,582,
1002	449,542,247,
1003	915,
1004	246,
1005	489,882,989,183,
1006	949,
1007	217,412,973,943,
1008	195,76,715,
1009	730,748,965,
1010	337,69,
1011	584,429,
1012	468,220,820,
1013	338,390,626,
1014	929,719,465,767,
1015	272,884,
1016	76,430,
1017	783,860,669,591,
1018	314,183,
1019	233,892,941,
1020	465,330,307,751,
1021	8,882,723,134,
1022	68,871,
1023	433,972,85,
1024	321,213,398,825,
1025	161,803,982,703,
1026	985,667,
1027	376,867,443,
1028	482,603,387,85,
1029	553,667,221,895,
1030	434,140,
1031	383,
1032	944,281,84,254,
1033	440,
1034	797,206,
1035	877,318,
1036	250,842,453,7,
1037	633,439,
1038	848,841,859,783,
1039	386,907,172,707,
1040	960,327,
1041	120,256,402,238,
1042	538,739,773,
1043	825,646,
1044	394,899,
1045	796,
1046	272,986,88,477,
1047	121,666,
1048	768,3,18,600,
1049	592,204,604,
1050	977,921,28,548,
1051	941,822,279,
1052	424,530,
1053	119,
1054	148,717,
1055	264,654,
1056	284,181,
1057	452,335,
1058	840,745,283,911,
1059	123,399,
1060	295,
1061	432,785,
1062	651,
1063	897,515,
1064	352,
1065	321,529,252,
1066	889,354,390,327,
1067	320,761,796,952,
1068	388,370,588,71,
1069	504,537,637,263,
1070	268,
1071	771,450,899,390,
1072	666,475,
1073	40,387,469,959,
1074	561,986,
1075	408,800,556,
1076	11,31,
1077	177,529,
1078	457,436,613,398,
1079	24,373,
1080	680,125,663,
1081	192,409,132,741,
1082	9,385,
1083	666,949,5,999,
1084	672,638,95,
1085	9,330,51,660,
1086	801,260,
1087	655,403,192,703,
1088	729,778,
1089	185,748,76,559,
1090	434,
1091	370,668,
1092	964,780,782,
1093	754,
1094	329,300,36,
1095	905,562,439,
1096	722,19,
1097	818,220,493,782,
1098	458,554,107,564,
1099	478,
1100	922,578,
1101	530,614,862,823,
1102	561,669,798,
1103	728,481,189,469,
1104	552,352,
1105	919,314,574,679,
1106	471,
1107	2,771,
1108	19,203,766,
1109	288,914,637,806,
1110	830,
1111	609,476,805,430,
1112	585,122,724,
1113	712,937,338,849,
1114	824,289,729,326,
1115	988,
1116	928,
1117	977,74,
1118	465,
1119	282,878,394,
1120	992,716,76,
1121	960,807,
1122	34,
1123	528,810,707,198,
1124	442,924,390,
1125	373,
1126	59,845,
1127	880,786,
1128	134,
1129	648,
1130	938,
1131	227,76,
1132	376,305,4,167,
1133	626,
1134	357,
1135	252,767,
1136	989,473,597,461,
1137	210,103,
1138	307,788,
1139	594,
1140	394,988,
1141	784,412,
1142	424,418,767,
1143	139,615,79,455,
1144	848,539,
1145	849,418,846,
1146	412,612,197,
1147	622,
1148	449,
1149	945,317,
1150	762,260,863,
1151	339,540,845,751,
1152	546,871,982,831,
1153	88,
1154	268,
1155	656,577,44,472,
1156	861,
1157	904,24,398,
1158	817,978,308,1,
1159	139,855,
1160	696,828,484,
1161	176,99,700,535,
1162	529,
1163	954,13,468,973,
1164	23,
1165	498,28,
1166	346,
1167	626,
1168	258,204,382,
1169	697,370,939,122,
1170	735,339,580,487,
1171	687,
1172	425,596,205,30,
1173	349,686,
1174	787,451,
1175	544,
1176	674,716,439,
1177	642,67,61,
1178	800,194,112,13,
1179	482,731,923,
1180	827,
1181	840,
1182	560,651,405,
1183	150,277,358,
1184	266,205,
1185	707,612,941,343,
1186	932,
1187	959,
1188	97,580,
1189	234,
1190	618,2,598,
1191	560,474,723,479,
1192	49,628,223,
1193	733,
1194	448,546,526,
1195	577,929,
1196	830,498,782,895,
1197	466,
1198	379,643,
1199	625,69,765,
1200	801,851,5,911,
1201	62,
1202	49,
1203	807,
1204	417,139,188,887,
1205	322,677,
1206	878,291,781,926,
1207	340,445,38,
1208	875,723,957,
1209	826,684,244,783,
1210	473,61,78,623,
1211	385,339,934,223,
1212	993,775,
1213	312,220,356,647,
1214	593,610,134,138,
1215	937,967,
1216	939,294,
1217	674,787,93,239,
1218	824,238,590,215,
1219	760,797,285,295,
1220	750,934,471,
1221	401,6,
1222	851,618,787,100,
1223	789,30,
1224	792,98,383,
1225	788,
1226	647,409,173,575,
1227	686,734,
1228	656,305,352,456,
1229	881,35,
1230	840,775,
1231	954,
1232	560,
1233	297,307,325,
1234	673,35,101,15,
1235	929,83,588,
1236	840,707,726,
1237	946,245,
1238	53,270,
1239	391,306,151,
1240	145,82,757,
1241	480,665,250,632,
1242	300,309,783,
1243	689,642,
1244	946,643,
1245	794,691,
1246	999,555,901,423,
1247	540,
1248	872,385,196,
1249	578,484,244,
1250	971,847,
1251	448,544,119,
1252	424,487,
1253	721,405,806,783,
1254	18,619,829,
1255	548,
1256	393,
1257	98,290,438,399,
1258	384,755,766,
1259	13,842,66,317,
1260	64,846,190,246,
1261	576,801,921,6,
1262	858,739,917,
1263	720,372,
1264	169,742,
1265	842,123,596,358,
1266	880,969,811,591,
1267	834,931,524,943,
1268	749,
1269	979,198,
1270	792,331,684,244,
1271	656,249,94,
1272	44,
1273	272,
1274	782,
1275	891,
1276	187,238,271,
1277	244,934,
1278	673,
1279	974,39,
1280	118,
1281	15,
1282	109,
1283	194,522,969,842,
1284	161,66,
1285	90,
1286	3,
1287	58,
1288	843,38,
1289	138,955,429,
1290	963,879,31,
1291	890,44,
1292	134,
1293	426,202,
1294	573,
1295	81,481,975,
1296	423,
1297	236,870,
1298	396,
1299	193,802,842,159,
1300	480,823,
1301	264,770,
1302	722,
1303	809,978,783,
1304	472,803,427,804,
1305	121,
1306	497,403,542,
1307	112,353,851,719,
1308	696,519,
1309	183,
1310	904,654,207,
1311	76,
1312	311,
1313	680,833,753,
1314	814,951,
1315	977,284,
1316	508,
1317	498,493,
1318	539,
1319	41,427,347,965,
1320	885,
1321	57,29,
1322	497,901,206,
1323	272,939,236,421,
1324	115,44,947,615,
1325	274,604,
1326	482,308,894,
1327	349,790,751,
1328	752,
1329	723,
1330	121,486,
1331	409,385,
1332	977,
1333	796,261,519,
1334	345,27,974,510,
1335	148,236,807,
1336	836,
1337	841,49,314,
1338	912,502,823,
1339	690,
1340	392,12,669,22,
1341	603,741,270,
1342	474,178,901,982,
1343	905,740,
1344	506,484,
1345	820,557,
1346	40,281,826,902,
1347	328,789,918,
1348	18,293,15,
1349	229,99,340,781,
1350	528,10,508,200,
1351	816,129,934,
1352	641,942,
1353	12,
1354	377,354,685,975,
1355	571,678,279,
1356	181,126,
1357	226,858,762,31,
1358	132,484,910,695,
1359	585,173,
1360	144,94,
1361	659,
1362	592,166,519,
1363	881,981,
1364	971,126,
1365	616,545,175,
1366	782,
1367	810,
1368	290,58,342,
1369	400,569,378,182,
1370	656,745,94,
1371	825,887,
1372	624,2,111,247,
1373	137,987,
1374	205,393,269,597,
1375	854,
1376	525,
1377	582,
1378	88,98,356,127,
1379	130,818,245,278,
1380	248,944,271,
1381	306,699,301,62,
1382	550,
1383	746,893,22,
1384	921,930,403,13,
1385	851,92,902,343,
1386	761,517,215,
1387	747,
1388	531,
1389	880,285,727,
1390	803,302,
1391	600,877,
1392	533,126,
1393	513,75,509,
1394	360,379,758,
1395	467,
1396	894,
1397	121,505,782,
1398	217,683,815,
1399	910,
1400	705,908,727,
1401	294,5,102,247,
1402	21,
1403	393,275,
1404	376,267,614,
1405	82,
1406	800,584,691,175,
1407	563,275,390,
1408	725,986,173,
1409	611,22,559,
1410	874,327,
1411	530,709,
1412	568,953,616,
1413	529,402,12,
1414	379,934,
1415	441,698,395,604,
1416	152,556,358,
1417	586,
1418	561,491,
1419	221,449,315,453,
1420	107,398,719,
1421	890,94,
1422	752,954,666,
1423	630,309,110,
1424	195,804,820,
1425	857,212,607,
1426	483,156,509,903,
1427	862,
1428	914,375,
1429	148,126,
1430	679,729,950,375,
1431	768,56,235,295,
1432	978,708,879,
1433	113,390,902,
1434	984,945,829,717,
1435	675,500,20,
1436	498,147,
1437	204,788,294,
1438	225,123,517,
1439	746,
1440	872,449,189,
1441	353,
1442	250,463,
1443	197,842,771,829,
1444	280,
1445	39,
1446	224,66,102,
1447	856,958,959,
1448	890,116,
1449	625,218,493,
1450	254,799,
1451	923,77,430,287,
1452	344,
1453	32,715,191,
1454	569,663,
1455	497,261,1,
1456	976,460,23,487,
1457	104,413,486,759,
1458	116,
1459	125,
1460	977,690,516,702,
1461	929,417,967,
1462	72,210,629,502,
1463	294,710,118,157,
1464	355,468,
1465	840,979,238,720,
1466	733,778,493,
1467	366,
1468	210,371,111,647,
1469	488,739,376,
1470	537,
1471	748,974,
1472	345,110,
1473	133,607,
1474	193,542,
1475	24,85,501,311,
1476	547,
1477	217,117,1,487,
1478	377,642,430,790,
1479	217,702,253,654,
1480	496,375,
1481	610,622,231,
1482	848,159,960,
1483	864,13,
1484	128,130,43,
1485	809,723,977,310,
1486	988,174,
1487	17,882,875,659,
1488	984,746,101,
1489	606,479,
1490	474,387,
1491	433,545,555,734,
1492	945,342,
1493	408,459,966,
1494	339,491,436,662,
1495	978,748,252,546,
1496	529,399,
1497	897,810,149,957,
1498	684,
1499	793,
1500	600,534,
1501	970,
1502	801,961,
1503	712,380,333,
1504	624,
1505	944,257,
1506	75,427,692,38,
1507	385,
1508	481,911,
1509	848,
1510	336,780,
1511	885,63,
1512	929,244,919,
1513	930,
1514	508,596,
1515	601,499,791,
1516	938,
1517	737,650,670,
1518	941,382,
1519	530,839,
1520	256,191,222,463,
1521	482,195,861,831,
1522	321,977,179,985,
1523	435,
1524	601,697,707,
1525	394,
1526	981,
1527	888,313,320,
1528	177,266,718,
1529	406,
1530	240,354,436,
1531	469,
1532	985,962,357,466,
1533	728,856,735,
1534	24,
1535	509,
1536	737,722,972,430,
1537	385,42,729,446,
1538	648,781,
1539	85,
1540	320,993,562,75,
1541	113,767,
1542	796,693,
1543	710,
1544	583,
1545	336,328,446,
1546	168,362,96,
1547	448,799,
1548	901,
1549	648,
1550	149,
1551	810,254,
1552	58,
1553	537,578,
1554	516,
1555	961,
1556	824,218,
1557	634,411,838,494,
1558	779,291,
1559	272,874,663,
1560	3,747,915,
1561	41,
1562	221,338,576,85,
1563	817,954,204,901,
1564	968,577,218,31,
1565	168,71,
1566	95,
1567	708,
1568	533,
1569	921,98,199,
1570	848,209,
1571	345,391,
1572	821,366,
1573	328,810,
1574	185,60,
1575	515,605,
1576	522,634,99,879,
1577	762,108,741,46,
1578	513,150,614,41,
1579	904,
1580	442,759,
1581	460,998,
1582	137,
1583	617,
1584	922,899,956,
1585	689,674,
1586	34,234,575,
1587	601,181,
1588	226,111,
1589	990,
1590	992,209,529,
1591	719,
1592	358,701,726,
1593	533,
1594	987,
1595	530,887,
1596	657,62,
1597	965,462,943,
1598	556,189,
1599	640,
1600	360,
1601	107,597,
1602	441,783,
1603	394,589,
1604	841,361,543,
1605	363,934,
1606	345,330,491,302,
1607	438,
1608	568,1,511,767,
1609	569,539,212,853,
1610	297,458,530,350,
1611	362,299,364,374,
1612	308,278,367,
1613	792,976,
1614	504,41,628,
1615	368,48,540,
1616	725,663,
1617	894,
1618	981,
1619	185,134,878,
1620	233,146,435,
1621	320,
1622	812,573,318,
1623	281,162,51,78,
1624	521,962,607,
1625	460,
1626	581,
1627	248,295,
1628	781,734,23,
1629	929,427,47,
1630	17,158,
1631	29,445,910,782,
1632	378,790,887,
1633	64,769,708,84,
1634	448,954,375,
1635	699,702,14,
1636	185,38,
1637	939,742,
1638	601,715,343,975,
1639	962,371,140,502,
1640	632,836,941,
1641	793,690,
1642	179,597,670,
1643	588,
1644	761,934,
1645	757,
1646	545,709,
1647	786,772,421,743,
1648	873,5,
1649	449,996,33,
1650	301,
1651	638,
1652	579,117,575,
1653	742,
1654	10,570,43,
1655	951,
1656	118,
1657	992,963,996,
1658	397,
1659	136,351,
1660	256,834,718,894,
1661	520,
1662	806,
1663	928,752,3,392,
1664	787,909,
